doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
shopee-chinh-sach-cam-han-che-san-pham,data/shopee_policy/shopee-chinh-sach-cam-han-che-san-pham.md,Chính sách Cấm và Hạn chế sản phẩm trên Shopee,https://help.shopee.vn/portal/4/article/77247,2026-08-03,2026.1,public-page
shopee-quy-dinh-dang-ban-san-pham,data/shopee_policy/shopee-quy-dinh-dang-ban-san-pham.md,Quy định về đăng bán sản phẩm trên Shopee,https://help.shopee.vn/portal/4/article/77246,2026-08-03,2026.1,public-page
